C0003811	cardiac arrhythmia
C0009421	comatose
C0011071	sudden death
C0012644	animal disease models
C2717837	drug-induced liver injury, chronic
C0015300	exophthalmos
C0393735	headache disorders
C0020453	hyperesthesia
C0020564	hypertrophy
C0020578	hyperventilation
C0239981	hypoalbuminemia
C0022346	icterus
C0022667	kidney papillary necrosis
C0023186	learning disorders
C0023904	liver neoplasms, experimental
C0023976	long qt syndrome
C0001364	massive hepatic necrosis
C0242992	multiple chemical sensitivity
C0026766	multiple organ failure
C0027066	myoclonus
C0027707	nephritis, interstitial
C0027709	nephrocalcinosis
C0525041	neurobehavioral manifestations
C0524851	neurodegenerative disorders
C0085650	purpura fulminans
C0034152	henoch-schoenlein purpura
C0035357	retroperitoneal fibrosis
C0038019	spondylosis
C0038325	stevens-johnson syndrome
C0041955	ureteral neoplasms
C0041956	ureteral obstruction
C0006110	brain death
C0007758	cerebellar ataxia
C2937358	cerebral hemorrhage
C0012817	diverticulum
C0013378	dysgeusia
C0013928	fat embolism (disorder)
C1720416	episodic ataxia type 2 (disorder)
C0015408	eye injuries
C0017494	gerstmann syndrome
C1565106	headache disorders, primary
C0018818	ventricular septal defects
C0020255	hydrocephalus
C0085383	hypocapnia
C0238358	hypokalemic periodic paralysis
C2930843	idiopathic intracranial hypertension with papilledema
C0027125	myotonia
C0027127	myotonia congenita
C0553604	myotonic disorders
C0392525	nephrolithiasis
C0030353	papilledema
C0033845	pseudotumor cerebri
C0034372	quadriplegia
C0035302	retinal artery occlusion
C0338575	sagittal sinus thrombosis
C0520680	sleep apnea, central
C0039338	taste disorders
C1456865	ureteral calculi
C0005683	urinary bladder calculi (disorder)
C0042568	vertebrobasilar insufficiency
C0042798	vision, low
C0020295	hydronephrosis
C3178766	nociceptive pain
C0234245	visceral pain
C0027720	nephrosis
C0007125	carcinoma, ehrlich tumor
C1456784	paranoia
C0036346	schizophrenia, childhood
C0001925	albuminuria
C0007192	cardiomyopathy, alcoholic
C0342649	vascular calcification
C0018784	sensorineural hearing loss (disorder)
C0008031	chest pain
C0010073	coronary artery vasospasm
C0003860	arteritis
C0243050	cardiovascular abnormalities
C0206617	cardiovirus infections
C0009492	compartment syndromes
C0011303	demyelinating diseases
C1384666	hearing impairment
C0020500	hyperoxaluria
C0020522	delayed hypersensitivity
C0021290	neonatal disorder
C0273115	lung injury
C1449861	micronuclei, chromosome-defective
C0027059	myocarditis
C0235032	neurotoxicity syndromes
C0271355	abducens nerve diseases
C2931755	acitretin embryopathy
C0343084	capillary leak syndrome
C0376634	craniofacial abnormalities
C0012569	diplopia
C1527344	dysphonia
C0025958	microcephaly
C0030360	papillon-lefevre disease
C0152025	polyneuropathy
C0040411	tongue neoplasms
C0001857	aids related complex
C0017979	glycosuria
C0017409	herpes zoster oticus
C0025309	meningoencephalitis
C0878576	posterior leukoencephalopathy syndrome
C0035319	retinal necrosis syndrome, acute
C0037275	skin diseases, vesiculobullous
C0019212	hepatorenal syndrome
C0042749	viremia
C0004245	atrioventricular block
C0021122	impulse control disorders
C1955864	sinus arrest, cardiac
C0206704	carcinoma, large cell
C0024205	lymphadenitis
C0553757	olfaction disorders
C0175713	aicardi's syndrome
C0017924	glycogen storage disease type v
C0221406	pituitary-dependent cushing's disease
C2930902	bidirectional tachycardia
C1142166	brugada syndrome (disorder)
C0006384	bundle-branch block
C0085593	chills
C0008372	intrahepatic cholestasis
C0043325	xanthomatosis
C0085308	ciliophora infections
C0029134	optic neuritis
C0029182	orbit (eye disorders)
C0032587	polyradiculoneuropathy
C0949664	tauopathies
C0993582	arthritis, experimental
C0017107	gas poisoning
C0035234	respiratory sounds
C0042512	ventricular outflow obstruction
C0001624	adrenal gland neoplasms
C0221043	liddle syndrome
C0011168	deglutition disorders
C0014236	endophthalmitis
C0206638	giant cell tumor of bone
C0521170	osteoporotic fractures
C0039103	synovitis
C0733682	familial hypophosphatemic bone disease
C1832648	hypoparathyroidism familial isolated
C0001127	acidosis, respiratory
C0919727	intraoperative awareness
C0028738	nystagmus
C0037052	sick sinus syndrome
C0242453	prostatism
C0022603	seborrheic keratosis
C0497552	congenital neurologic anomalies
C0162839	porokeratosis
C2717865	anti-neutrophil cytoplasmic antibody-associated vasculitis
C2931245	bone marrow failure syndromes
C0007138	carcinoma, transitional cell
C0023510	leukocyte disorders
C0004093	asthenia
C0020524	disorders of excessive somnolence
C1848533	ataxia with vitamin e deficiency
C0007098	carcinoma 256, walker
C0029928	ovarian diseases
C0033847	pseudoxanthoma elasticum
C0034068	pulmonary eosinophilia
C0035334	retinitis pigmentosa
C0162550	akathisia, drug-induced
C0002622	amnesia
C1145628	autonomic nervous system disorders
C0036875	disorders of sex development
C0033953	psychosexual disorders
C0002940	aneurysm
C0242231	coronary stenosis
C0017658	glomerulonephritis
C0020497	cortical congenital hyperostosis
C0024228	lymphatic diseases
C0026691	mucocutaneous lymph node syndrome
C0030848	peyronie disease
C0031542	phlebitis
C0242855	congenital atresia of pulmonary valve
C0162819	skin diseases, vascular
C1258215	ileus
C0085090	lymphoma, aids-related
C2936380	neointima
C0265633	congenital absence of tibia
C0016995	gambling
C0019159	hepatitis a
C0086439	hypokinesia
C0085642	livedo reticularis
C0033922	psychomotor disorders
C0033941	psychoses, substance-induced
C0699828	serotonin syndrome
C0034069	pulmonary fibrosis
C0002896	sideroblastic anemia
C0016382	flushing
C0001824	agranulocytosis
C0006285	bronchopneumonia
C0009197	cochlear diseases
C1838854	deafness, aminoglycoside-induced
C0018775	hearing loss, bilateral
C0018780	hearing loss, high-frequency
C0521785	hearing loss, unilateral
C1835171	hypomagnesemia 2, renal
C0025293	meningitis, listeria
C0242172	pelvic inflammatory disease
C0035309	retinal diseases
C0042594	vestibular diseases
C0175167	acneiform eruptions
C0022354	jaundice, obstructive
C0020581	hyphema
C0752143	intracranial thrombosis
C0027080	myoglobinuria
C0037018	shwartzman phenomenon
C2717961	thrombotic microangiopathies
C0751895	vasospasm, intracranial
C0037268	skin abnormalities
C0001511	tissue adhesions
C0406670	vulvodynia
C0520757	delayed emergence from anesthesia
C1869117	paroxysmal nonkinesigenic dyskinesia
C0878588	sphincter of oddi dysfunction
C0018923	hemangiosarcoma
C0206526	tuberculosis, multidrug-resistant
C0002390	extrinsic allergic alveolitis
C0003892	neurogenic arthropathy
C1854063	cardiomyopathy dilated with woolly hair and keratoderma
C0007274	carotid artery thrombosis
C0007760	cerebellar diseases
C0007933	meibomian cyst
C0008311	cholangitis
C0009398	color vision defect
C0010308	congenital hypothyroidism
C0085298	sudden cardiac death
C0015402	eye hemorrhage
C0015929	fetal diseases
C0017665	membranous glomerulonephritis
C0020541	hypertension, portal
C0023308	lens diseases
C0023794	lipoidosis
C0206062	lung diseases, interstitial
C0748164	multiple pulmonary nodules
C0206146	myocardial stunning
C0752252	neuromuscular manifestations
C0029089	ophthalmoplegia
C0029124	optic atrophy
C0029132	disorder of the optic nerve
C0155305	optic neuropathy, ischemic
C0031039	pericardial effusion
C0549567	pigmentation disorders
C0032963	pregnancy complications, cardiovascular
C0036749	serositis
C0038868	progressive supranuclear palsy
C0039235	tachycardia, ectopic junctional
C0242514	tachycardia, reciprocating
C2717957	vasoplegia
C0152173	ventricular flutter
C0042928	vocal cord paralysis
C0034935	babinski reflex
C0040196	tick infestations
C0001396	adams-stokes syndrome
C0001723	affective disorders, psychotic
C0005745	blepharoptosis
C0006895	capgras syndrome
C0019825	hoarseness
C0028850	ocular motility disorders
C0262593	peripheral nerve injuries
C0086468	prenatal injuries
C0700594	radiculopathy
C0035238	respiratory system abnormalities
C0237873	physiological sexual disorders
C0752262	somatosensory disorders
C0037672	somnambulism
C0038986	sweat gland diseases
C0040264	tinnitus
C0042063	urogenital abnormalities
C1862170	brachydactyly with hypertension
C0948480	coronary restenosis
C0017566	gingival hyperplasia
C0024421	macroglossia
C2936350	plaque, atherosclerotic
C0032238	pleurodynia, epidemic
C0039446	telangiectasis
C0004045	asphyxia neonatorum
C0006112	brain diseases, metabolic
C0001889	akinetic mutism
C0009759	conjunctival diseases
C1855456	plasmodium falciparum blood infection level
C0019061	hemolytic-uremic syndrome
C0025290	aseptic meningitis
C0002949	aneurysm, dissecting
C0162869	aneurysm, ruptured
C0340293	anterior myocardial infarction
C0162872	aortic aneurysm, thoracic
C0005904	body temperature changes
C0006109	brain damage, chronic
C0006325	bruxism
C0856761	budd-chiari syndrome
C0007273	carotid artery diseases
C0795849	chromosome 13q trisomy
C0162529	colitis, ischemic
C0010051	coronary aneurysm
C0013415	dysthymic disorder
C0013491	ecchymosis
C0017639	gliosis
C0018813	myocardial rupture
C0751194	hematoma, subdural, spinal
C0079541	holoprosencephaly
C0740392	infarction, middle cerebral artery
C0007766	intracranial aneurysm
C0338473	neuroaxonal dystrophies
C0152427	polydactyly
C0036601	self mutilation
C1739395	takotsubo cardiomyopathy
C0751878	vasculitis, central nervous system
C0242644	brown-sequard syndrome
C0015732	fecal incontinence
C0015970	fever of unknown origin
C0020488	hypernatremia
C0022893	labyrinthitis
C1328252	mucocutaneous leishmaniasis
C0085438	meningitis, fungal
C0026718	mucormycosis
C0221166	paraparesis
C0162534	prion diseases
C2350529	pulmonary aspergillosis
C0153252	systemic candidiasis
C0040961	tricuspid valve insufficiency
C0006105	brain abscess
C0011053	deafness
C0020951	immune complex diseases
C0038538	subdural effusion
C0040761	transposition of great vessels
C0023464	acute biphenotypic leukemia
C0027663	neoplasms, multiple primary
C0007286	carpal tunnel syndrome
C0027643	neoplasm recurrence, local
C0274869	toxic effect of heavy metal
C0008074	child development disorders, pervasive
C0392622	toxic effect of carbon tetrachloride
C0023897	liver diseases, parasitic
C0030846	penile diseases
C0024312	lymphopenia
C0001486	adenovirus infections
C0031873	pica disease
C0003079	anisocoria
C0014390	entropion
C0019937	ocular-ophthalmoplegia, sympathetic
C0028841	ocular hypotension
C0029172	oral submucous fibrosis
C0236792	asperger syndrome
C0040409	tongue diseases
C0007133	carcinoma, papillary
C0016978	gallbladder neoplasm
C0020097	htlv-i infections
C0023493	adult t-cell lymphoma/leukemia
C3150943	long qt syndrome 2
C0345967	malignant mesothelioma
C2931822	nasopharyngeal carcinoma
C0034897	recurrence
C0007873	uterine cervical neoplasm
C0220633	uveal melanoma
C0242723	parasitemia
C0007959	charcot-marie-tooth disease
C0458219	complex regional pain syndromes
C0271073	eales disease
C0019284	diaphragmatic hernia
C1840264	immune suppression
C0016436	folliculitis
C0162849	lichen nitidus
C0701818	choledocholithiasis
C0019699	hiv seropositivity
C0473527	hypoalphalipoproteinemias
C0024796	marfan syndrome
C0027721	lipoid nephrosis
C2931193	prinzmetal's variant angina
C0035066	renal artery obstruction
C2940786	thyroid hormone resistance syndrome
C0242707	ventricular dysfunction, right
C0600519	ventricular remodeling
C0162871	aortic aneurysm, abdominal
C0751336	distal muscular dystrophies
C0020623	hypolipoproteinemias
C0162670	mitochondrial myopathies
C0600467	neurogenic inflammation
C0751950	neuromuscular junction diseases
C0035232	respiratory paralysis
C0041105	trismus
C0001828	agricultural workers' diseases
C0206650	fibroadenoma
C0025500	mesothelioma
C0026613	motor skills disorders
C0338591	amnesia, transient global
C0003813	sinus arrhythmia
C0018814	heart rupture, post-infarction
C0027092	myopia
C0700359	organophosphate poisoning
C0042170	uveomeningoencephalitic syndrome
C0152179	vagus nerve diseases
C0020877	ileitis
C0002902	anencephaly
C0349639	juvenile myelomonocytic leukemia
C0026499	monosomy
C0036216	sarcoma, experimental
C0740302	5q-syndrome
C0001420	papillary adenocarcinoma
C0002886	anemia, macrocytic
C0005396	bile duct neoplasms
C0282609	bone marrow neoplasms
C2931713	chromosome 17 deletion
C1513483	chromosome 7, monosomy
C0012655	disease susceptibility
C0013449	ear neoplasms
C0950123	genetic diseases, inborn
C0039483	giant cell arteritis
C0017661	iga glomerulonephritis
C0018926	hematemesis
C2717905	hereditary angioedema types i and ii
C0242287	isaacs syndrome
C0206702	klatskin's tumor
C0025222	melena
C0343192	microscopic polyangiitis
C0085183	neoplasms, second primary
C3501848	nephrosis, congenital
C0030327	panniculitis, lupus erythematosus
C0030781	peliosis hepatis
C0085106	familial benign pemphigus
C0035317	retinal hemorrhage
C1258104	diffuse scleroderma
C0263449	perioral dermatitis
C0149722	hutchinson's melanotic freckle
C0025209	melanosis
C0014740	erythema chronicum migrans
C2936894	erythema migrans
C1258225	moraxellaceae infections
C0041472	endemic flea-borne typhus
C0016867	furunculosis
C1704275	pyomyositis
C0011103	decerebrate state
C0016510	foot diseases
C0018991	hemiplegia
C3203358	hypoventilation
C0085084	motor neuron disease
C0393665	multiple sclerosis, chronic progressive
C0026827	muscle hypotonia
C0036439	scoliosis, unspecified
C0085292	stiff-person syndrome
C0079774	peripheral t-cell lymphoma
C0027719	nephrosclerosis
C0003504	aortic valve insufficiency
C0018824	heart valve disease
C0026266	mitral valve insufficiency
C0002418	amblyopia
C0085661	onycholysis
C0745744	end stage liver disease
C0206669	hepatocellular adenoma
C0393593	dystonia disorders
C0014858	esophageal motility disorders
C0014877	esotropia
C0018843	heat stroke
C0023051	laryngeal diseases
C0038828	superior mesenteric artery syndrome
C0030486	paraplegia
C0021847	intestinal pseudo-obstruction
C0020579	hypervitaminosis a
C0015696	fatty liver, alcoholic
C0015424	eyelid neoplasms
C0016719	friedreich ataxia
C0023529	leukomalacia, periventricular
C0040213	tietze's syndrome
C0236811	chronobiology disorders
C0008313	cholangitis, sclerosing
C0011859	lipoatrophic diabetes mellitus
C1257958	glucose metabolism disorders
C1136321	hiv-associated lipodystrophy syndrome
C0020474	hyperlipidemia, familial combined
C0023896	alcoholic liver diseases
C0037089	signs and symptoms, digestive
C0037231	sjogren-larsson syndrome
C0342784	pearson's marrow-pancreas syndrome
C0002624	retrograde amnesia
C1843807	basal ganglia disease, biotin-responsive
C0025183	meige syndrome
C1299624	postural orthostatic tachycardia syndrome
C0010633	cystadenoma
C0010709	cyst
C0015799	feminization
C1837249	neuronal migration disorders
C0029927	ovarian cysts
C0032002	pituitary diseases
C0041974	urethral stricture
C0160680	carotid artery injuries
C0206659	embryonal carcinoma
C0013377	dysgerminoma
C0018777	conductive hearing loss
C0023055	laryngeal neoplasm
C1266158	nonseminomatous germ cell tumor
C0005941	bone diseases, developmental
C0679360	foodborne disease
C0151779	cutaneous melanoma
C0003537	aphasia
C0008487	chordoma
C0023484	leukemia, plasma cell
C2363142	t-cell prolymphocytic leukemia
C0024282	lymphocytosis
C1292753	primary effusion lymphoma
C0032131	plasmacytoma
C0206655	alveolar rhabdomyosarcoma
C0206656	rhabdomyosarcoma, embryonal
C0036659	sensation disorders
C0010246	coxsackievirus infections
C0001621	adrenal gland diseases
C0007774	cerebral arterial diseases
C0007814	cerebrospinal fluid otorrhea
C0007815	cerebrospinal fluid rhinorrhea
C0014008	empty sella syndrome
C0014804	erythromelalgia
C0346302	growth hormone-secreting pituitary adenoma
C0018979	hemianopsia
C0019270	hernia
C0020635	hypopituitarism
C0022927	lactation disorders
C0235660	galactorrhea not associated with childbirth
C0028949	oligomenorrhea
C0031048	pericarditis, constrictive
C0032001	pituitary apoplexy
C0032231	pleurisy
C0032268	pneumocephalus
C0034040	puerperal disorders
C0035328	retinal vein occlusion
C0036420	localized scleroderma
C0751771	sleep bruxism
C0080178	spina bifida
C0525046	schizophrenia and disorders with psychotic features
C0027429	nasal obstruction present finding
C0700251	brachial plexus neuropathies
C0521542	brain stem infarctions
C0149756	fasciitis, plantar
C0021818	intervertebral disk displacement
C0474368	labor pain
C0025287	meningism
C0027073	myofascial pain syndromes
C0027873	neuromyelitis optica
C0032586	polyradiculopathy
C0034124	pupil disorders
C0034931	reflex sympathetic dystrophy
C0037316	sleep deprivation
C0152177	trigeminal nerve diseases
C0004044	asphyxia
C0027609	neonatal abstinence syndrome
C0149940	sciatic neuropathy
C0036830	serum sickness
C0080179	spinal fractures
C1861063	tobacco addiction, susceptibility to (finding)
C0005818	blood platelet disorders
C0333980	focal nodular hyperplasia
C1292772	philadelphia-negative myelogenous leukemia
C0026010	microphthalmos
C0003708	arachnoiditis
C0151491	congenital musculoskeletal anomalies
C0030326	panniculitis
C1399352	paroxysmal hemicrania
C0242699	bone demineralization, pathologic
C0006635	cadmium poisoning
C0019557	hip fractures
C0151620	hypertensive encephalopathy
C0270730	mptp poisoning
C0751188	post-dural puncture headaches
C2931367	thyroid cancer, follicular
C1260873	aortic valve disorder
C0005942	bone diseases, endocrine
C0006663	calcinosis
C0006705	calcium metabolism disorders
C0030517	parathyroid diseases
C0206726	gliosarcoma
C0023524	leukoencephalopathy, progressive multifocal
C2364111	actual inability to taste
C0006430	burning mouth syndrome
C0026975	myelitis
C0079924	oligohydramnios
C0005758	bulla
C0007130	mucinous adenocarcinoma
C0003614	appendiceal neoplasms
C0005283	beta thalassemia
C0005426	biliary tract neoplasm
C0149697	foot injuries
C0018571	hand injuries
C0549410	palmar-plantar erythrodysesthesia syndrome
C0027667	neoplasms, unknown primary
C0030578	paronychia inflammation
C0872084	sarcopenia
C0268448	primary hypomagnesemia (disorder)
C0023052	laryngeal edema
C0024894	mastitis
C1850383	neuropathy, painful
C0039494	temporomandibular joint disorders
C0001314	acute disease
C0877055	acute generalized exanthematous pustulosis
C0003635	apraxias
C0003910	articulation disorders
C0004310	auditory perceptual disorders
C0340464	premature cardiac complex
C0007177	cardiac tamponade
C0008924	cleft lip
C0008925	cleft palate
C0687720	central diabetes insipidus
C0014548	epilepsy, generalized
C0376532	epilepsy, rolandic
C0015467	facial neuralgia
C0751837	gait ataxia
C0018817	atrial septal defects
C0278152	hemifacial spasm
C0598608	hyperhomocysteinemia
C0020534	orbital separation excessive
C0007772	intracranial arteriovenous malformation
C0023015	language disorders
C0023501	leukemoid reaction
C0025990	micrognathism
C0026633	mouth abnormalities
C0345335	multicystic dysplastic kidney
C0027126	myotonic dystrophy
C0030491	parapsoriasis
C0221269	pseudolymphoma
C0751772	rem sleep behavior disorder
C0043049	water intoxication
C0034359	pyuria
C0034882	rectal diseases
C0242669	placenta, retained
C0406645	amyopathic dermatomyositis
C0403529	anti-glomerular basement membrane disease
C0008297	choanal atresia
C0015190	euthyroid sick syndromes
C0030583	parotitis
C0162770	right ventricular hypertrophy
C0037090	signs and symptoms, respiratory
C1852271	auditory neuropathy
C0206687	carcinoma, endometrioid
C1851124	desmoid disease, hereditary
C0014591	epistaxis
C0014866	esophageal stenosis
C0752140	intracranial embolism
C0023269	leiomyosarcoma
C0027439	nasopharyngeal neoplasms
C0206093	neuroectodermal tumors
C0035305	retinal detachment
C0038874	supratentorial neoplasms
C0042076	urologic neoplasms
C0042143	uterine rupture
C0158683	polycystic liver disease
C0206698	cholangiocarcinoma
C2930835	edema of the optic disc
C0023420	leukemia l1210
C0079744	diffuse large b-cell lymphoma
C1955869	malformations of cortical development
C0206715	neoplasms, neuroepithelial
C0027809	neurilemmoma
C0028945	oligodendroglioma
C0034091	pulmonary veno-occlusive disease (disorder)
C0152026	retinal vasculitis
C0035333	retinitis
C0232347	no-reflow phenomenon
C0034561	radiodermatitis
C0032241	pleuropneumonia
C0036130	salpingitis
C0006015	bordetella infections
C0270629	epidural abscess
C0010356	cross infection
C0004158	athetosis
C0006035	borrelia infections
C2875024	cerebral ventriculitis
C0009440	common bile duct diseases
C0023885	liver abscess
C0752235	lyme neuroborreliosis
C0038826	superinfection
C0009405	hereditary nonpolyposis colorectal neoplasms
C1257915	intestinal polyposis
C0023532	leukoplakia, oral
C1568272	tendinopathy
C0520679	sleep apnea, obstructive
C0009377	colonic pseudo-obstruction
C0019050	hemoglobinuria, paroxysmal
C0022744	knee injuries
C0029420	osteochondritis
C0085511	tooth demineralization
C0586323	alcohol withdrawal seizures
C0028797	occupational diseases
C0030445	paralysis, obstetric
C0007196	restrictive cardiomyopathy
C0271051	macular retinal edema
C0162855	mucinoses
C0036202	sarcoidosis
C0036454	scotoma
C2931230	vacuolar myopathy
C1263960	diabetes with coma (disorder)
C0267941	pancreatitis, acute necrotizing
C0008087	child nutrition disorders
C0037917	spina bifida cystica
C0949804	polyomavirus infections
C0023066	laryngismus
C0221013	mastocytosis, systemic
C0027662	multiple endocrine neoplasia
C0376670	pancreatitis, alcoholic
C0030925	peptic ulcer perforation
C0221002	hyperparathyroidism, primary
C0036114	salmonella food poisoning
C0085278	antiphospholipid syndrome
C0029400	osteitis
C0034884	rectal fistula
C0041330	tuberculosis, spinal
C0751908	vestibular neuronitis
C0152013	adenocarcinoma of lung (disorder)
C0003463	anus neoplasms
C0243038	carcinoma, lewis lung
C0010266	cranial nerve diseases
C0343387	enterocolitis, neutropenic
C0279626	squamous cell carcinoma of esophagus
C0015558	fallopian tube neoplasms
C0017416	genital neoplasms, female
C0018378	guillain-barre syndrome
C2750088	hearing loss, cisplatin-induced, susceptibility to
C0206624	hepatoblastoma
C0019613	histiocytic disorders, malignant
C0024232	lymphatic metastasis
C0024958	maxillary sinus neoplasms
C0025064	mediastinitis
C0525040	mental disorders diagnosed in childhood
C0027660	neoplasms, glandular and epithelial
C0030422	extra-adrenal paraganglioma
C0032229	pleural neoplasms
C0398625	protein c deficiency
C2063389	retroperitoneal liposarcoma
C0039101	synovial sarcoma
C0039538	teratoma
C0040582	tracheal neoplasms
C0041971	urethral neoplasms
C0042065	genitourinary neoplasms
C0042258	vaginal neoplasms
C0001546	adjustment disorders
C0005887	body dysmorphic disorders
C0270327	bedwetting
C0030482	paraphilias
C0014179	endometritis
C0034041	puerperal infection
C0001815	primary myelofibrosis
C0264939	systemic vasculitis
C2931322	t-lymphocytopenia
C0162830	dermatitis, phototoxic
C0032308	staphylococcal pneumonia
C0040561	ocular toxoplasmosis
C0221036	acrodermatitis enteropathica
C0233795	amnesia, anterograde
C1261287	stenosis
C0023646	lichen planus
C0042994	vulvar diseases
C1562585	leprosy, multibacillary
C0037998	splenic infarction
C0206647	dermatofibrosarcoma
C0025312	meningomyelocele
C0030794	pelvic pain
C0003564	aphonia
C0149654	conduct disorder
C0027822	neurodermatitis
C2717760	alien hand syndrome
C0236964	attention deficit and disruptive behavior disorders
C0340274	hypertension induced by pregnancy
C0037320	night terrors
C0007282	carotid stenosis
C0596170	binge eating disorder
C0006012	borderline personality disorder
C0520459	enterocolitis, necrotizing
C0752347	lewy body disease
C0684219	myokymia
C0030489	paraproteinemias
C0036344	schizophrenia, catatonic
C0038506	stuttering
C0013069	double outlet right ventricle
C0037315	sleep apnea syndromes
C0003550	aphasia, broca
C0013080	down syndrome
C0013926	air embolism
C0020678	hypotrichosis
C0270733	striatonigral degeneration
C0085077	sweet syndrome
C0038187	starvation
C1845862	creatine deficiency, x-linked
C0017662	glomerulonephritis, membranoproliferative
C0038048	sprains and strains
C0018199	granuloma, plasma cell
C0206180	ki-1+ anaplastic large cell lymphoma
C0220654	meningeal carcinomatosis
C0236664	alcohol-related disorders
C0009363	congenital ocular coloboma (disorder)
C0085109	corneal neovascularization
C0027888	hereditary motor and sensory neuropathies
C0026847	spinal muscular atrophy
C0027766	nervous system neoplasms
C0338480	common migraine
C0206676	adenomatosis, pulmonary
C0005744	blepharophimosis
C0238454	cavernous sinus thrombosis
C0010074	coronary vessel anomalies
C0010278	craniosynostosis
C0281508	desmoplastic small round cell tumor
C0265554	ectrodactyly
C0013589	ectromelia
C0016508	congenital foot deformity
C0919532	genomic instability
C1135196	heart failure, diastolic
C1135191	heart failure, systolic
C0278601	inflammatory breast carcinoma
C0752332	lupus vasculitis, central nervous system
C0494491	mononeuropathies
C0206083	myelinolysis, central pontine
C0206639	neoplasms, bone tissue
C0034183	pyelitis
C0240903	rheumatoid vasculitis
C0037023	sialadenitis
C0403825	globozoospermia
C0038833	superior vena cava syndrome
C0041954	ureteral diseases
C0042580	vesico-ureteral reflux
C0017567	gingival hypertrophy
C0376480	gingival overgrowth
C0600502	vascular hemostatic disorders
C0025534	metal metabolism, inborn errors
C0037856	spermatic cord torsion
C0042167	uveitis, posterior
C0022976	lameness, animal
C0206677	adenomatous polyps
C0001614	adrenal cortex diseases
C0020655	hypothalamic diseases
C0025286	meningioma
C0030442	bulbar palsy, progressive
C0008519	ectopic tissue
C0014065	congenital cerebral hernia
C0023488	leukemia, radiation-induced
C0029883	otitis media with effusion
C0032966	pregnancy complications, neoplastic
C0033790	pseudobulbar palsy
C0035313	retinal dysplasia
C0037933	spinal diseases
C0040115	thymus hyperplasia
C0079218	fibromatosis, aggressive
C0010701	phyllodes tumor
C0040116	thymus neoplasms
C0684337	ewings sarcoma-primitive neuroectodermal tumor (pnet)
C0206651	sarcoma, clear cell
C0162679	leukemic infiltration
C0016045	fibroma
C0018552	hamartoma
C0042940	voice disorders
C0011057	hearing loss, sudden
C1850808	miyoshi myopathy
C0085074	granuloma annulare
C0023351	tuberculoid leprosy
C0162532	variegate porphyria
C0206160	reticulocytosis
C0023441	leukemia, experimental
C0014132	endocrine gland neoplasms
C0042162	uveal neoplasms
C1260899	anemia, diamond-blackfan
C0035304	retinal degeneration
C0039730	thalassemia
C0032461	polycythemia
C0206081	hyperandrogenism
C0600433	activated protein c resistance
C0025472	mesenteric vascular occlusion
C0034088	pulmonary valve insufficiency
C0030975	perceptual disorders
C0012746	dissociative disorder
C0015310	exotropia
C0022353	neonatal jaundice
C1850321	omphalocele exstrophy imperforate anus
C1257959	persistent hyperinsulinemia hypoglycemia of infancy
C0017919	glycogen storage disease
C0020457	hyperglycemic hyperosmolar nonketotic coma
C0271714	hypoglycemia, leucine-induced
C0264303	laryngomalacia
C0027773	nesidioblastosis
C2931877	preeclamptic toxemia
C0848558	hypospadias
C0025160	megacolon
C0032993	pregnancy, prolonged
C0007350	cat diseases
C0162629	oxyurida infections
C0040947	trichostrongyloidiasis
C0012624	discitis
C0019048	hemoglobinuria
C0151638	fanconi like syndrome
C0221773	hyperamylasemia
C0030299	pancreatic pseudocyst
C0008513	chorioretinitis
C0340100	high altitude pulmonary edema
C0752308	hypoxia-ischemia, brain
C2931476	mesenteric vascular disease
C0034072	cor pulmonale
C0007930	chagas cardiomyopathy
C0008039	cheyne-stokes respiration
C0013481	ebstein anomaly
C0039234	tachycardia, ectopic atrial
C0232981	arrest of spermatogenesis
C0268542	ornithine carbamoyltransferase deficiency
C0022972	lambert-eaton myasthenic syndrome
C0032915	pre-excitation syndromes
C0038994	sweating, gustatory
C0206586	endolymphatic hydrops
C0003486	aortic aneurysm
C0029412	osteoarthropathy, secondary hypertrophic
C0206368	exfoliation syndrome
C0026654	moyamoya disease
C0521607	peritoneal fibrosis
C0751739	basal ganglia cerebrovascular disease
C0015923	fetal alcohol syndrome
C0029422	osteochondrodysplasias
C0022716	menkes kinky hair syndrome
C0018781	noise-induced hearing loss
C0003507	aortic valve stenosis
C0003509	aortitis
C0027339	nail diseases
C1960100	shellfish poisoning
C0264162	camptocormia
C0376618	endotoxemia
C0002064	alkalosis, respiratory
C0014117	endocardial fibroelastosis
C0014850	esophageal atresia
C1850900	familial primary gastric lymphoma
C0020312	hydrothorax
C1857828	qt interval, variation in
C1735591	vacterl association
C0003496	aortic rupture
C0012602	dirofilariasis
C0016169	pathologic fistula
C0033586	prosthesis failure
C0033999	pterygium
C3203360	suppuration
C0024809	marijuana abuse
C0034880	hyperacusis
C0022904	lacrimal apparatus diseases
C2930894	galactorrhea-hyperprolactinemia
C0000821	threatened abortion
C2931758	acquired angioedema
C1857728	hereditary angioedema type iii
C0238461	anaplastic thyroid carcinoma
C0000727	abdomen, acute
C0020305	hydrops fetalis
C1691228	cystic kidney diseases
C0003152	anterior compartment syndrome
C0149649	cholesterol embolism
C1827301	extensively drug-resistant tuberculosis
C0030232	pallor
C0042420	vasovagal syncope
C0024314	lymphoproliferative disorders
C0030849	penile neoplasms
C0264080	juvenile osteoporosis
C0029445	bone necrosis
C0014714	ergotism
C0015930	fetal distress
C0948355	myocardial bridging
