Drug_id,Drug_name,Target_id,Target_name
16049818,"[(E)-(2,3-Diethyl-1-methyl-6,7-dihydro-5H-indol-4-ylidene)amino] N-phenylcarbamate",P22460,Potassium voltage-gated channel subfamily A member 5
16050462,"4-Methoxy-N-(2-methyl-2-phenylpropyl)-1,2-benzoxazol-3-amine",P22460,Potassium voltage-gated channel subfamily A member 5
16050950,"4-Methoxy-N-(2-methyl-2-phenylpropyl)-1,2-benzothiazol-3-amine",P22460,Potassium voltage-gated channel subfamily A member 5
16050952,8-Methoxy-N-(2-methyl-2-phenylpropyl)isoquinolin-1-amine,P22460,Potassium voltage-gated channel subfamily A member 5
16051050,2-Chloro-5-methoxy-N-(2-methyl-2-phenylpropyl)quinazolin-4-amine,P22460,Potassium voltage-gated channel subfamily A member 5
16067971,"N,N-Diisopropyl-3-phenyl-4-(3-phenylpropanamido)-2-(pyridin-3-yl)butanamide",P22460,Potassium voltage-gated channel subfamily A member 5
16067972,"4-(3-(2-Fluorophenyl)propanamido)-N,N-diisopropyl-3-phenyl-2-(pyridin-3-yl)butanamide",P22460,Potassium voltage-gated channel subfamily A member 5
16067973,"N,N-Diisopropyl-3-phenyl-4-(3-phenylbutanamido)-2-(pyridin-3-yl)butanamide",P22460,Potassium voltage-gated channel subfamily A member 5
16084592,"Ethyl (E,4S)-4-[[(2S)-5-amino-2-[[(2S)-2-[(3-hydroxy-2-methylbenzoyl)amino]-3-methylbutanoyl]amino]-5-oxopentanoyl]amino]-6-methylhept-2-enoate",P49721,Proteasome subunit beta type-2
16085980,(R)-3-{4-[3-(4-Ethyl-2-phenoxy-phenoxy)-butoxy]-2-methyl-phenyl}-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
16085981,(R)-3-{2-Methyl-4-[3-(2-phenoxy-4-trifluoromethoxy-phenoxy)-butoxy]-phenyl}-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
16085982,(R)-3-{4-[3-(4-Chloro-2-phenoxy-phenoxy)-butoxy]-2-trifluoromethyl-phenyl}-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
16085983,2-(4-(3-(2-Benzoyl-4-ethylphenoxy)propoxy)phenoxy)-2-methylpropanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
16085984,3-{4-[3-(2-Benzoyl-4-ethyl-phenoxy)-pentyloxy]-2-methyl-phenyl}-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
16085985,(R)-3-{4-[3-(4-Chloro-2-phenoxy-phenoxy)-butoxy]-2-methyl-phenyl}-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
16085986,(R)-3-{2-Methyl-4-[3-(2-phenoxy-4-trifluoromethyl-phenoxy)-butoxy]-phenyl}-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
16085987,(r)-3-{4-[3-(4-Chloro-2-phenoxy-phenoxy)-butoxy]-2-fluoro-phenyl}-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
16085988,(R)-3-{4-[3-(4-Chloro-2-phenoxy-phenoxy)-butoxy]-2-ethyl-phenyl}-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
16102139,5-Methoxy-4-[(2-methyl-2-phenylpropyl)amino]-1H-quinazolin-2-one,P22460,Potassium voltage-gated channel subfamily A member 5
16733294,N-[4-[2-[[(2S)-2-Amino-3-phenylpropanoyl]amino]phenyl]phenyl]-N'-hydroxyoctanediamide,Q9UBN7,Histone deacetylase 6
16733410,N-[4-[2-[[(2S)-2-Amino-3-(1H-indol-3-yl)propanoyl]amino]phenyl]phenyl]-N'-hydroxyoctanediamide,Q9UBN7,Histone deacetylase 6
16733411,"N'-Hydroxy-N-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]octanediamide",Q9UBN7,Histone deacetylase 6
16733414,N-(Quinolin-8-YL)-6-(2-sulfanylacetamido)hexanamide,Q9UBN7,Histone deacetylase 6
16733415,3-[[4-(Dimethylamino)phenyl]methylcarbamoylamino]-N-hydroxypropanamide,Q9UBN7,Histone deacetylase 6
16733417,N-[4-[2-[[(2S)-2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]phenyl]phenyl]-N'-hydroxyoctanediamide,Q9UBN7,Histone deacetylase 6
16735664,andrographolide,Q14145,Kelch-like ECH-associated protein 1
17225091,DUBs-IN-1,Q93009,USP7
17225091,DUBs-IN-1,P40818,USP8
17225370,"HBX 41,108",Q93009,USP7
17625129,Pevonedistat,Q8TBC4,UBA3
17625129,Pevonedistat,Q13564,NEDD8-activating enzyme E1 regulatory subunit
17748224,N-[3-(4-Ethyl-benzenesulfonylamino)-2-hydroxy-indan-5-yl]-3-methoxy-benzamide,P22460,Potassium voltage-gated channel subfamily A member 5
17752926,"N-[(3S,4R)-6-[(2S)-2-[(2,6-Dimethylanilino)methyl]pyrrolidine-1-carbonyl]-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl]-4-ethylbenzenesulfonamide",P22460,Potassium voltage-gated channel subfamily A member 5
17984540,3-(2-((Benzyloxycarbonyl)methyl)-4-(2-(5-methyl-2-phenyloxazol-4-yl)ethoxy)phenyl)propanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
21161414,AC17,Q9Y5K5,UCHL5
21161414,AC17,P54578,Ubiquitin carboxyl-terminal hydrolase 14
21246838,6-OAP,P63208,S-phase kinase-associated protein 1
21395767,C30,P09936,Ubiquitin carboxyl-terminal hydrolase isozyme L1
21395767,C30,P15374,UCHL3
22087541,2-((3-(2-(5-Methyl-2-phenyloxazol-4-yl)ethoxy)benzyl)(naphthalen-1-ylmethyl)amino)acetic acid,P37231,Peroxisome proliferator-activated receptor gamma
23325665,Delanzomib,P28062,Proteasome subunit beta type-8
23326877,Oridonin,Q969H0,FBXW7
23642227,Onx-0914 (PR-957),P28062,Proteasome subunit beta type-8
23642310,"[(2R,3S)-3-[4-[2-(2-Methoxyethoxy)phenyl]piperazine-1-carbonyl]-2-prop-2-enyl-3-[4-(trifluoromethyl)phenoxy]piperidin-1-yl]-[4-(trifluoromethyl)pyridin-3-yl]methanone",Q00987,E3 ubiquitin-protein ligase Mdm2
24180661,Chlorocyclinone C,P37231,Peroxisome proliferator-activated receptor gamma
24684273,JS-K,Q00987,E3 ubiquitin-protein ligase Mdm2
24684273,JS-K,O43255,SIAH2
24762580,Chlorocyclinone B,P37231,Peroxisome proliferator-activated receptor gamma
24857909,CID 24857909,Q9UBN7,Histone deacetylase 6
24938735,"(5R,8S,11S)-5-Methyl-8-propan-2-yl-11-[(E)-4-sulfanylbut-1-enyl]-10-oxa-3,17-dithia-7,14,19,20-tetrazatricyclo[14.2.1.12,5]icosa-1(18),2(20),16(19)-triene-6,9,13-trione",Q9UBN7,Histone deacetylase 6
25023808,"1-[5-(2,3-Dihydro-1H-indol-1-ylcarbonyl)thiophen-2-yl]-2,2-difluoroethan-1-one",Q9UBN7,Histone deacetylase 6
25057870,29007,P41182,BCL6
25118059,N'-Hydroxy-N-[(E)-(4-phenylphenyl)methylideneamino]heptanediamide,Q9UBN7,Histone deacetylase 6
25199963,Spautin-1,Q8NFA0,USP10
25199963,Spautin-1,Q92995,USP13
25257993,"(5R,8S,11S)-5-Methyl-8-propan-2-yl-11-[(E)-4-sulfanylbut-1-enyl]-10-oxa-3-thia-7,14,20,21-tetrazatricyclo[14.3.1.12,5]henicosa-1(19),2(21),16(20),17-tetraene-6,9,13-trione",Q9UBN7,Histone deacetylase 6
25269097,(E)-3-[4-[(E)-3-(Cyclopropylamino)-2-(4-fluorophenyl)prop-1-enyl]phenyl]-N-hydroxyprop-2-enamide,Q9UBN7,Histone deacetylase 6
26329232,CC0651,P49427,CDC34
28189760,RG7112,Q00987,E3 ubiquitin-protein ligase Mdm2
28295021,Tubastatin A,Q9UBN7,Histone deacetylase 6
28467528,P22077,Q93009,USP7
28467528,P22077,Q96K76,USP47
28528375,Oprozomib,P28062,Proteasome subunit beta type-8
28528375,Oprozomib,P28074,Proteasome subunit beta type-5
28612733,FX1,P41182,BCL6
28668733,P50429,Q93009,USP7
28668733,P50429,Q96K76,USP47
29068819,compound 34,O15164,TRIM24
29394292,PYZD-4409,P22314,Ubiquitin-like modifier-activating enzyme 1
29398603,NMS-873,P55072,Transitional endoplasmic reticulum ATPase
30575231,IU1-206,P54578,Ubiquitin carboxyl-terminal hydrolase 14
30646677,ML323,O94782,USP1
30646677,ML323,Q8TAF3,WDR48
30811498,SAR405838,Q00987,E3 ubiquitin-protein ligase Mdm2
30814431,HBX 19818,Q93009,USP7
30831264,RG7388,Q00987,E3 ubiquitin-protein ligase Mdm2
30917317,ML364,O75604,USP2
31133666,"(4R)-4-HYDROXY-1-[(3-METHYLISOXAZOL-5-YL)ACETYL]-N-[4-(1,3-OXAZOL-5-YL)BENZYL]-L-PROLINAMIDE",P40337,VHL
31135029,RO5353,Q00987,E3 ubiquitin-protein ligase Mdm2
31135031,RO2468,Q00987,E3 ubiquitin-protein ligase Mdm2
32035047,chlorophyllin sodium copper salt,Q14145,Kelch-like ECH-associated protein 1
34237644,compund 4a,P28062,Proteasome subunit beta type-8
34237644,compund 4a,Q99436,Proteasome subunit beta type-7
34237654,compound 11a,P28062,Proteasome subunit beta type-8
34237654,compound 11a,Q99436,Proteasome subunit beta type-7
34258861,"(2S,4R)-1-(3-amino-2-methylbenzoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",P40337,VHL
35034462,"(2S,4R)-1-(2-chlorophenyl)carbonyl-N-[(4-chlorophenyl)methyl]-4-oxidanyl-pyrrolidine-2-carboxamide",P40337,VHL
35035176,"(2S,4R)-1-((S)-2-acetamido-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",P40337,VHL
35293709,BC-1258,Q9UKC9,FBXL2
35293716,BC-1215,Q9UK99,FBXO3
35517727,GS143,Q9Y297,BTRC
35521266,avadomide,Q96SW2,Protein cereblon
38772331,VR23,P49721,Proteasome subunit beta type-2
44190247,"[(1R)-3-Methyl-1-[[(2S)-3-phenyl-2-(5,6,7,8-tetrahydronaphthalene-1-carbonylamino)propanoyl]amino]butyl]boronic acid",P28074,Proteasome subunit beta type-5
44191199,"[(1R)-3-Methyl-1-[[(2S)-3-phenyl-2-[[(1S)-1,2,3,4-tetrahydronaphthalene-1-carbonyl]amino]propanoyl]amino]butyl]boronic acid",P28074,Proteasome subunit beta type-5
44290049,"Methyl (1S,2S,3S,4R,5S,6S,8R,12S,15S,16S,22R,23R,24S)-3,4,24-triacetyloxy-22-[(1R)-1-acetyloxyethyl]-2,5,15-trimethyl-9-methylidene-19-oxo-23-prop-1-en-2-yloxy-7,20-dioxahexacyclo[13.9.0.02,12.05,11.06,8.016,22]tetracos-17-ene-6-carboxylate",P22001,Potassium voltage-gated channel subfamily A member 3
44315262,"Methyl (1S,2R,3S,4R,5R,8R,11R,12R,15S,16S,22R,23R,24S)-3,4,23,24-tetraacetyloxy-22-(1-acetyloxyethyl)-11-hydroxy-2,5,15-trimethyl-9-methylidene-19-oxo-7,20-dioxahexacyclo[13.9.0.02,12.05,11.06,8.016,22]tetracos-17-ene-6-carboxylate",P22001,Potassium voltage-gated channel subfamily A member 3
44327417,"5-[3-[3-[2-Propyl-4-(3,4-dichlorophenoxy)phenoxy]propoxy]phenyl]thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
44344982,"5-[3-[3-[2-Propyl-4-(cyclohexylcarbonyl)phenoxy]propoxy]phenyl]thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
44345031,"5-[3-[3-[2-Propyl-4-(cyclohexylmethyl)phenoxy]propoxy]phenyl]thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
44345252,"5-[3-[3-(4-Cyclopentyloxy-2-propylphenoxy)propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
44345278,"5-[3-[3-(4-Cycloheptyloxy-2-propylphenoxy)propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
44345458,"5-[3-[3-(4-Cyclohexyloxy-2-propylphenoxy)propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
44388853,"[(1S,8R,9R,10S,12R,13R)-9,10-Diacetyloxy-8-[(1R)-1-acetyloxyethyl]-16-[(2R)-2-(2-ethoxyphenyl)propyl]-16-hydroxy-1,12,15-trimethyl-6-oxatetracyclo[9.8.0.02,8.012,17]nonadeca-3,14-dien-13-yl] acetate",P22001,Potassium voltage-gated channel subfamily A member 3
44388966,(2R)-2-[3-[[1-(4-Methoxybenzoyl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]propanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44388998,2-[2-[[1-(4-Methoxybenzoyl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]butanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44389018,Correloid,P22001,Potassium voltage-gated channel subfamily A member 3
44389085,2-[3-[[1-(4-Methoxybenzoyl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]butanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44389098,2-[3-[[1-(4-Methoxybenzoyl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]pentanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44392315,(S)-3-{4-[3-(4-Benzoyl-phenoxy)-propoxy]-3-chloro-phenyl}-2-methoxy-propionic acid,P37231,Peroxisome proliferator-activated receptor gamma
44399773,(2S)-2-[3-[[1-(6-Methoxyquinolin-3-yl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]propanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44399778,(2S)-2-[3-[[1-(4-Methoxyphenyl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]propanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44399967,(4-Methoxyphenyl)-[2-methyl-3-[(3-prop-2-ynoxyphenyl)methyl]-5-(trifluoromethoxy)indol-1-yl]methanone,P37231,Peroxisome proliferator-activated receptor gamma
44399972,"(2S)-2-[5-[1-(6-Chloro-1,2-benzoxazol-3-yl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]oxy-2-propylphenoxy]propanoic acid",P37231,Peroxisome proliferator-activated receptor gamma
44399983,"(2R)-2-[4-Chloro-3-[[1-(6-methoxy-1,2-benzoxazol-3-yl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]propanoic acid",P37231,Peroxisome proliferator-activated receptor gamma
44400131,2-[3-[[1-(4-Methoxybenzoyl)-2-methyl-5-(trifluoromethoxy)indol-3-yl]methyl]phenoxy]acetonitrile,P37231,Peroxisome proliferator-activated receptor gamma
44411546,"Ethyl (E,4S)-4-[[(2S)-5-amino-2-[[(2S)-2-[(3-hydroxy-2-methylbenzoyl)amino]-3-phenylpropanoyl]amino]-5-oxopentanoyl]amino]-6-methylhept-2-enoate",P49721,Proteasome subunit beta type-2
44411707,"Ethyl (E,4S)-4-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylbutanoyl]amino]-5-oxopentanoyl]amino]-6-methylhept-2-enoate",P49721,Proteasome subunit beta type-2
44411716,"Ethyl (E,4S)-4-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]-5-oxopentanoyl]amino]-6-methylhept-2-enoate",P49721,Proteasome subunit beta type-2
44418119,"2-(3,4-Dimethylphenyl)-3-[(4-methoxyphenyl)methoxy]-1,3-thiazolidin-4-one",P22460,Potassium voltage-gated channel subfamily A member 5
44418146,"2-(3,4-Dimethylphenyl)-3-(4-methoxyphenethyl)-2-methylthiazolidin-4-one",P22460,Potassium voltage-gated channel subfamily A member 5
44419253,3-(4-Methoxyphenyl)-1-[[3-(trifluoromethyl)phenyl]methyl]-N-[3-(trifluoromethyl)phenyl]sulfonylindole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419255,Methyl 2-[[3-(4-methoxyphenyl)-1-[[3-(trifluoromethyl)phenyl]methyl]indole-2-carbonyl]sulfamoyl]benzoate,P37231,Peroxisome proliferator-activated receptor gamma
44419352,1-(3-(Trifluoromethyl)benzyl)-N-(3-(trifluoromethyl)phenylsulfonyl)-1H-indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419355,1-(3-(Trifluoromethyl)benzyl)-N-(naphthalen-2-ylsulfonyl)-1H-indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419356,1-(3-(Trifluoromethyl)benzyl)-N-(2-(trifluoromethyl)phenylsulfonyl)-1H-indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419357,N-(5-Chlorothiophen-2-yl)sulfonyl-1-[[3-(trifluoromethyl)phenyl]methyl]indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419366,1-(3-(Trifluoromethoxy)benzyl)-N-(3-(trifluoromethyl)phenylsulfonyl)-1H-indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419381,1-(3-(Benzyloxy)benzyl)-N-(3-(trifluoromethyl)phenylsulfonyl)-1H-indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419390,N-(4-Fluorophenyl)sulfonyl-3-(4-methoxyphenyl)-1-[[3-(trifluoromethyl)phenyl]methyl]indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419391,3-(4-Methoxyphenyl)-N-(2-methylphenyl)sulfonyl-1-[[3-(trifluoromethyl)phenyl]methyl]indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44419392,3-(4-Methoxyphenyl)-N-methylsulfonyl-1-[[3-(trifluoromethyl)phenyl]methyl]indole-2-carboxamide,P37231,Peroxisome proliferator-activated receptor gamma
44420402,"3-[2-(2,2-Dimethylpropoxycarbonyl)-5-[2-[5-methyl-2-(4-phenylphenyl)-1,3-oxazol-4-yl]ethoxy]-3,4-dihydro-1H-isoquinolin-8-yl]propanoic acid",P37231,Peroxisome proliferator-activated receptor gamma
44420484,"3-[2-[(Benzylsulfonylamino)methyl]-4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]phenyl]propanoic acid",P37231,Peroxisome proliferator-activated receptor gamma
44420485,"3-[4-[2-[5-Methyl-2-(4-phenylphenyl)-1,3-oxazol-4-yl]ethoxy]-2-[(pyrazin-2-yloxycarbonylamino)methyl]phenyl]propanoic acid",P37231,Peroxisome proliferator-activated receptor gamma
44420506,"3-[4-[2-(5-Methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]-2-[(pyrazin-2-yloxycarbonylamino)methyl]phenyl]propanoic acid",P37231,Peroxisome proliferator-activated receptor gamma
44420565,"3-[5-[2-(5-Methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]-2-prop-2-ynoxycarbonyl-3,4-dihydro-1H-isoquinolin-8-yl]propanoic acid",P37231,Peroxisome proliferator-activated receptor gamma
44420566,"3-[5-[2-(5-Methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]-2-(2-methylpropoxycarbonyl)-3,4-dihydro-1H-isoquinolin-8-yl]propanoic acid",P37231,Peroxisome proliferator-activated receptor gamma
44426325,"(3S,4R)-N-(2-Anilinoethyl)-N-ethyl-4-[(4-ethylphenyl)sulfonylamino]-3-hydroxy-2,2-dimethyl-3,4-dihydrochromene-6-carboxamide",P22460,Potassium voltage-gated channel subfamily A member 5
44426329,"N-[(3S,4R)-6-(5-Amino-3-phenylpyrazole-1-carbonyl)-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl]-4-ethylbenzenesulfonamide",P22460,Potassium voltage-gated channel subfamily A member 5
44426357,"(3S,4R)-4-[Butyl-(4-ethylphenyl)sulfonylamino]-3-hydroxy-2,2-dimethyl-N-(2-phenylethyl)-3,4-dihydrochromene-6-carboxamide",P22460,Potassium voltage-gated channel subfamily A member 5
44426394,"N-[(3R,4S)-6-[(2R)-2-[(2,6-Dimethylanilino)methyl]pyrrolidine-1-carbonyl]-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl]-4-ethylbenzenesulfonamide",P22460,Potassium voltage-gated channel subfamily A member 5
44434362,3-[4-[3-[(1R)-1-[(5-Chloro-3-methyl-1-benzothiophene-2-carbonyl)amino]ethyl]-5-fluorophenoxy]-2-ethylphenyl]propanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44438318,"6-[4-[2-(Dimethylamino)ethoxy]phenyl]-N-[[(2S)-oxolan-2-yl]methyl]-5-phenylfuro[2,3-d]pyrimidin-4-amine",Q07912,Activated CDC42 kinase 1
44438320,"6-[4-[(4-Methylpiperazin-1-yl)methyl]phenyl]-N-[[(2S)-oxolan-2-yl]methyl]-5-phenylfuro[2,3-d]pyrimidin-4-amine",Q07912,Activated CDC42 kinase 1
44439626,3-[4-[(3R)-3-(4-Ethyl-2-pyridin-3-ylphenoxy)butoxy]-2-methylphenyl]propanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44439633,3-[2-Methyl-4-[(3R)-3-[2-pyridin-2-yl-4-(trifluoromethyl)phenoxy]butoxy]phenyl]propanoic acid,P37231,Peroxisome proliferator-activated receptor gamma
44448637,5-[3-[4-[[4-[[7-(Hydroxyamino)-7-oxoheptyl]carbamoyl]anilino]methyl]triazol-1-yl]propylcarbamothioylamino]-2-(3-oxoxanthen-9-yl)benzoic acid,Q9UBN7,Histone deacetylase 6
44449588,4-[[1-(3-Aminopropyl)triazol-4-yl]methylamino]-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,Q9UBN7,Histone deacetylase 6
44450682,"N-[(8S)-8-[(4-Ethylphenyl)sulfonylamino]-5,6,7,8-tetrahydronaphthalen-2-yl]-N-[(6-methylpyridin-2-yl)methyl]-3-phenylpropanamide",P22460,Potassium voltage-gated channel subfamily A member 5
44456564,"2-Propenamide, N-hydroxy-3-(4-(((2-hydroxyethyl)(2-(1H-indol-2-yl)ethyl)amino)methyl)phenyl)-",Q9UBN7,Histone deacetylase 6
44456965,"(2S)-2-[(1-Methylpiperidin-2-yl)amino]-8-oxo-N-(4-phenyl-1,3-thiazol-2-yl)nonanamide",Q9UBN7,Histone deacetylase 6
44460459,(2S)-6-Amino-2-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2R)-1-[(2S)-2-[[(2S)-2-aminopropanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]amino]propanoyl]amino]-5-oxopentanoyl]amino]hexanoic acid,P98170,E3 ubiquitin-protein ligase XIAP
44460525,"2-[[(2S)-5-Amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-aminopropanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]amino]propanoyl]amino]-5-oxopentanoyl]amino]-6-[[2-(2,5-dioxopyrrolidin-1-yl)oxycarbonyl-6-(3-hydroxy-6-oxoxanthen-9-yl)benzoyl]amino]-3-methylhexanoic acid",P98170,E3 ubiquitin-protein ligase XIAP
44571034,"[[(3R)-4-[[3-[2-[2-[[(5S)-5-Acetamido-6-amino-6-oxohexyl]amino]-2-oxoethyl]sulfanylethylamino]-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutoxy]-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methyl hydrogen phosphate",Q09472,EP300
44596000,"[(2S,5R)-1-[(5R,6S)-5,6-Bis(4-chlorophenyl)-6-methyl-3-propan-2-yl-5H-imidazo[2,1-b][1,3]thiazole-2-carbonyl]-5-methylpyrrolidin-2-yl]-(4,7-diazaspiro[2.5]octan-7-yl)methanone",Q00987,E3 ubiquitin-protein ligase Mdm2
46840819,"[(2S,4R)-1-[(5R,6S)-5-(4-Chloro-3-fluorophenyl)-6-(6-chloropyridin-3-yl)-6-methyl-3-propan-2-yl-5H-imidazo[2,1-b][1,3]thiazole-2-carbonyl]-4-fluoropyrrolidin-2-yl]-[(6S)-6-methyl-4,7-diazaspiro[2.5]octan-7-yl]methanone",Q00987,E3 ubiquitin-protein ligase Mdm2
46840822,"[(2S,4R)-1-[(5R,6S)-5-(4-Chloro-3-fluorophenyl)-6-(6-chloropyridin-3-yl)-6-methyl-3-propan-2-yl-5H-imidazo[2,1-b][1,3]thiazole-2-carbonyl]-4-fluoropyrrolidin-2-yl]-[(6R)-6-ethyl-4,7-diazaspiro[2.5]octan-7-yl]methanone",Q00987,E3 ubiquitin-protein ligase Mdm2
49831258,"N-Hydroxy-2-(1-methylpyrrole-2-carbonyl)-3,4-dihydro-1H-isoquinoline-6-carboxamide",Q9UBN7,Histone deacetylase 6
49836020,Birinapant,Q13490,BIRC2
50899265,"Tert-butyl N-[5-[[2-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]acetyl]amino]pentyl]carbamate",Q09472,EP300
50996417,1-(5-Chloro-2-Methylphenyl)-5-(3-Chlorophenyl)-2-(3-Methylphenyl)-1h-Imidazole-4-Carboxylic Acid,Q00987,E3 ubiquitin-protein ligase Mdm2
52085251,"Iberdomide, compound 6",Q96SW2,Protein cereblon
53240420,Nvp-cgm097,Q00987,E3 ubiquitin-protein ligase Mdm2
53340666,Ricolinostat,Q9UBN7,Histone deacetylase 6
53390842,"N-Hydroxy-7-(4-phenylbenzoyl)-6,8-dihydro-5H-imidazo[1,2-a]pyrazine-2-carboxamide",Q9UBN7,Histone deacetylase 6
54580272,"(5S)-5-[3-[3-[4-(4-Chloro-3-methylphenoxy)-2-propylphenoxy]propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
54581270,"(5S)-5-[3-[3-(4-Phenoxyphenoxy)propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
54583265,"(5R)-5-[3-[3-[4-(1,2-Benzoxazol-3-yl)-2-propylphenoxy]propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
54583268,"(5S)-5-[3-[3-(4-Phenoxy-2-propylphenoxy)propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
54584231,"(5S)-5-[3-[3-[4-(4-Fluorophenoxy)-2-propylphenoxy]propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
54585195,"(5R)-5-[3-[3-[4-(4-Chlorophenoxy)-2-propylphenoxy]propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
54585196,"(5R)-5-[3-[3-[4-(4-Fluoro-3-methylphenoxy)-2-propylphenoxy]propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
54587161,"(5R)-5-[3-[3-[4-(4-Hydroxyphenoxy)-2-propylphenoxy]propoxy]phenyl]-1,3-thiazolidine-2,4-dione",P37231,Peroxisome proliferator-activated receptor gamma
