C0000729	Abdominal cramps
C0853020	Blood oestrogen increased
C0853074	Anxiety NEC
C0853700	Application site erythema
C0853879	Breast cancer invasive NOS
C0877232	Peripheral swelling
C0853619	Local swelling
C0877338	Breast discomfort
C0877359	Raised liver function tests
C0919714	Retinal vascular thrombosis
C0919907	Pleural infection
C1112353	Medical device complication
C1140680	Ovarian cancer
C1268766	Change in blood pressure
C0549405	Blood pressure fluctuation
C1291077	Abdominal bloating
C1458155	Breast neoplasm
C2607896	Vulva discomfort
C2609183	Abnormal withdrawal bleeding
C2939186	Mood alteration NOS
C2981158	Loss of libido
C3495440	Bleeding breakthrough
C0002962	Angina pectoris
C0012797	Diuresis
C0024115	Lung disorder
C0006285	Bronchopneumonia
C0006849	Oral candidiasis
C0016927	Gagging
C0232602	Retching
C0017672	Glossodynia
C0027720	Nephrosis
C0027726	Nephrotic syndrome
C0038160	Staphylococcal infection
C0221150	Odynophagia
C0235874	Condition aggravated
C0239134	Productive cough
C0239377	Pain in arm
C0242429	Throat sore
C2363730	Oropharyngeal discomfort
C2363731	Oropharyngeal pain
C0520837	Forced expiratory volume decreased
C0546884	Hypovolaemia
C0555358	Morbid thoughts
C0853960	Bacterial disease carrier
C0854425	Sputum discoloured
C0860434	Fluid and electrolyte imbalance
C0342579	Electrolyte imbalance
C0876973	Lung infection
C0877134	Hernia pain
C1096732	Fungus sputum test positive
C1167761	Fungal test positive
C1527344	Dysphonia
C1740793	Post-tussive vomiting
C1961112	Decompensation cardiac
C0026848	Myopathy
C0027121	Myositis
C0151539	Blood urea increased
C0151576	Creatine phosphokinase increased
C0853034	Blood creatine phosphokinase increased
C0235490	Peripheral ischaemia
C3257803	Tearing eyes
C0014745	Palmar erythema
C0035508	Rhonchi
C0038450	Stridor
C0239488	Erythema facial
C0392162	Sticky skin
C0002888	Anaemia megaloblastic
C0003708	Arachnoiditis
C0007760	Cerebellar syndrome
C0016689	Ephelides
C0036651	Solar lentigo
C0018378	Guillain-Barre syndrome
C0018800	Cardiomegaly
C0018991	Hemiplegia
C0020255	Hydrocephalus
C0020964	Immune status
C0021061	Immunology test
C0021831	Unspecified disorder of intestine
C0022568	Keratitis
C0023885	Liver abscess
C0025287	Meningism
C0025289	Meningitis
C0027947	Neutropenia
C0030486	Paraplegia
C0221165	Diplegia
C0085622	Monoplegia
C0031046	Pericarditis
C0032266	Pneumatosis cystoides intestinalis
C1112565	Pneumatosis intestinalis
C0034933	Reflexes abnormal
C0035222	Acute respiratory distress syndrome
C0037771	Spastic paraparesis
C0221166	Paraparesis
C0037928	Spinal cord disorder
C0041364	Tumour lysis syndrome
C0041956	Ureteric obstruction
C0079744	Diffuse large B-cell lymphoma
C0085625	Hypoalgesia
C0151311	Cranial nerve paralysis
C0151313	Peripheral sensory neuropathy
C0151970	Oesophageal ulcer
C2242588	Traumatic liver injury
C0206061	Interstitial pneumonia
C0206062	Interstitial lung disease
C0235032	Neurotoxicity
C0238634	Anal inflammation
C0240735	Personality change
C0262405	Cerebral dysfunction
C0270612	Leukoencephalopathy
C0270716	Hydrocephalus acquired
C0333355	Mucosal inflammation
C0338656	Cognitive impairment
C0009241	Cognitive disorder
C0343084	Capillary leak syndrome
C0392548	Cauda equina syndrome
C0423602	Sensation of foreign body
C0521654	Neurological impairment
C0549475	Lipase increased
C0600228	Cardio-respiratory arrest
C0700292	Hypoxemia
C0729584	Infectious meningitis
C0740394	Hyperuricaemia
C0235416	Blood uric acid increased
C0751295	Memory loss
C0847033	Allergic oedema
C0854467	Myelosuppression
C0876994	Cardiotoxicity
C0878544	Cardiomyopathy
C0919924	Pulmonary toxicity
C0948441	Venoocclusive disease
C0948692	Necrotising colitis
C1258215	Ileus
C1262036	Ocular toxicity
C1287298	Urine output
C1318520	Vasculitis necrotising
C1963775	Cytarabine syndrome
C2243080	Intestinal necrosis
C0852925	Gastrointestinal necrosis
C3160947	CNS toxicity
C3241936	Non-cardiogenic pulmonary oedema
C0577115	Soft stools
C0020757	Ichthyosis
C0263386	Ichthyosis acquired
C0403639	Chemical cystitis
C0017086	Gangrene
C0031924	Piloerection
C0235532	Cyanosis peripheral
C0242528	Azotaemia
C0425945	Prolonged menses
C0007867	Cervix disorder
C0162529	Colitis ischaemic
C0281784	Meningioma benign
C0743516	Endometrial thickening
C0858833	Endometrial hypertrophy
C0004610	Bacteraemia
C0014866	Oesophageal stenosis
C0032290	Pneumonia aspiration
C0151826	Retrosternal pain
C1112349	Spinal cord paralysis
C0162823	Dermatitis irritant contact
C0022650	Calculus of kidney
C0392525	Nephrolithiasis
C0034186	Pyelonephritis
C0232726	Rectal tenesmus
C0034886	Proctalgia
C0341212	Gastrointestinal fistula
C0348801	Pneumonia due to Streptococcus, group b
C0155862	Pneumonia streptococcal
C0852922	Crohns disease aggravated
C0010346	Crohn's disease
C0012254	Digitalis toxicity
C0085584	Encephalopathy
C0155003	Blindness transient
C0220994	Hyperammonaemia
C0267994	Disorders of fluid, electrolyte and acid-base balance
C0039621	Tetany
C0014457	Eosinophilia
C0020473	Hyperlipidaemia
C0239571	Foetor hepaticus
C0042384	Vasculitis
C0151883	Vesiculobullous rash
C0085932	Dermatitis bullous
C0221423	Sickness
C0238154	Epidural haemorrhage
C0522224	Paralysis
C0585186	Cutaneous hypersensitivity
C0836924	Thrombocytosis
C0856150	Spinal haematoma
C0860155	Non-Q wave MI
C0948824	Haemorrhagic anaemia
C2242582	Cholestatic liver injury
C3160769	Major bleed
C0020676	Hypothyroidism
C0085654	Injection site granuloma
C0151649	Injection site fibrosis
C0392196	Injection site urticaria
C0521505	Injection site dermatitis
C0852625	Injection site erythema
C0018794	Block heart
C0035232	Respiratory paralysis
C0085620	Paralysis flaccid
C0234146	Areflexia
C0239385	Paresthesia of limbs
C0001925	Albuminuria
C0024523	Malabsorption
C0025281	Meniere's disease
C0028738	Nystagmus
C0028961	Oliguria
C0235280	Ototoxicity
C0595916	Nephropathy toxic
C0599918	Nephrotoxicity
C1320835	Drug fever
C3495931	Vestibular toxicity
C0001125	Lactic acidosis
C0017105	Gas gangrene
C0022116	Ischaemia
C0022658	Nephropathy
C0034642	Rales
C0038525	Subarachnoid haemorrhage
C0080203	Tachyarrhythmia
C0277941	Blanching of skin
C0597457	Skeletal injury
C0812387	Coldness
C0234192	Feeling cold
C0857121	Hypertensive
C0857245	Redness of face
C1735322	Injection site pallor
C1737214	Injection site injury
C3267019	Central nervous system haemorrhage
C0007780	Cerebral artery embolism
C0010278	Craniosynostosis
C0018213	Basedow's disease
C0021359	Infertility
C0033845	Benign intracranial hypertension
C0149887	Slipped femoral capital epiphysis
C0014571	Epiphysiolysis
C0231274	Heat intolerance
C1112320	Temperature intolerance
C0235395	Fluid loss
C0151559	CNS depression NOS
C0033687	Proteinuria
C0948586	Protein urine present
C0033860	Psoriasis
C0035258	Restless legs syndrome
C0038354	Gastric disorder
C0159060	Abnormal bowel sounds
C1963818	Gastrointestinal sounds abnormal
C0234632	Visual acuity reduced
C0235351	Tongue ulceration
C0236065	Oedema mouth
C0239816	Hand dermatitis
C0262578	Night cramps
C0438215	Laboratory test abnormal
C0522351	Vertigo positional
C0853945	Oral mucosal blistering
C0860514	Dreamy state
C0002063	Alkalosis
C0012359	Distention
C0015734	Faecalith
C1321686	Faecaloma
C0025637	Methaemoglobinaemia
C0027709	Nephrocalcinosis
C0085681	Hyperphosphataemia
C0149514	Acute bronchitis
C0040586	Tracheobronchitis
C0151529	Bleeding time prolonged
C0151578	Creatinine increased
C0220983	Metabolic alkalosis
C0236024	Pharyngeal oedema
C0858581	Numbness generalized
C0858598	Taste salty
C1720775	Renal tubular necrosis
C2747793	Acute phosphate nephropathy
C2748540	Mucosal bleeding
C0854375	Mucosal haemorrhage
C0000889	Acanthosis nigricans
C0008370	Cholestasis
C0011630	Fungal skin infection
C0015732	Faecal incontinence
C0016867	Furunculosis
C0242301	Furuncle
C0017601	Glaucoma
C0018099	Gout
C0019209	Hepatomegaly
C0019270	Hernia
C0020459	Hyperinsulinism
C0852795	Blood insulin increased
C0022593	Keratosis
C0023052	Laryngeal oedema
C0023066	Laryngospasm
C0024440	Cystoid macular oedema
C0030920	Peptic ulcer
C0151603	Generalised oedema
C0151691	High density lipoprotein decreased
C0151785	Mucous membrane disorder
C0234193	Sensation of heat
C0241057	Skin burning sensation
C0271051	Macular oedema
C0302314	Xanthoma
C0524620	Metabolic syndrome
C0549386	Sensation of warmth
C0595877	Blood glucose increased
C0857370	Generalized flushing
C1963943	Atherothrombosis
C0151942	Arterial thrombosis
C0038363	Aphthous stomatitis
C0005758	Blister
C0019345	Herpes labialis
C0341012	Oral herpes
C0019825	Hoarseness
C0028043	Nicotine dependence
C0038367	Ulcerative stomatitis
C0038587	Withdrawal syndrome
C0040128	Thyroid disorder
C0162287	Abnormal faeces
C0234131	Motor dysfunction
C0235966	Dreaming excessive
C0238311	Nicotine poisoning
C0275378	Tobacco poisoning
C0240557	Nasal irritation
C0858259	Nasal discomfort
C0264267	Nasal ulcer
C0277794	Prostration
C0399459	Oral discomfort
C0439857	Dependence
C1167842	Tobacco withdrawal symptoms
C0004044	Asphyxia
C0042847	Vitamin B12 deficiency
C0541947	Excitation cerebral
C0151560	Central nervous system stimulation
C1867423	Vascular resistance pulmonary increased
C0151795	Injection site necrosis
C0242151	Violent
C1168188	Intermittent headache
C0029442	Osteomalacia
C0151940	Hypocalcemic tetany
C0221512	Stomach ache
C0574002	Foot edema
C0575810	Hands weakness of
C0001364	Acute yellow liver atrophy
C0002896	Sideroblastic anaemia
C0003868	Gouty arthritis
C0014800	Hyperplasia erythroid
C0005959	Marrow hyperplasia
C0027707	Nephritis interstitial
C0041349	Tubulointerstitial nephritis
C0151767	Liver tenderness
C0151900	Serum iron increased
C0853784	Blood iron increased
C0162296	Polyarthralgia
C2062908	Gout acute
C0002878	Haemolytic anaemia
C0018780	High frequency deafness
C0024141	Systemic lupus erythematosus
C0028077	Night blindness
C0042164	Uveitis
C0086981	Syndrome sicca
C1527336	Sjogren's syndrome
C0151555	Cinchonism
C0235369	Hepatitis granulomatous
C0860210	Granulomatous liver disease
C0262985	Dermatitis psoriasiform
C0857305	Thrombocytopenic purpura
C0917798	Cerebral ischaemia
C1608945	Exfoliative rash
C1695782	Cerebral hypoperfusion
C0005681	Blackwater fever
C0858318	Plasmodium falciparum infection
C0014518	Toxic epidermal necrolysis
C0018772	Partial hearing loss
C0019048	Haemoglobinuria
C0019061	Haemolytic uraemic syndrome
C0023646	Lichen planus
C0026896	Myasthenia gravis
C0029124	Optic atrophy
C0034155	Thrombotic thrombocytopenic purpura
C0041948	Uremia
C0043117	Idiopathic thrombocytopenic purpura
C0149937	Acute interstitial nephritis
C0155002	Sudden visual loss
C0221242	Fixed drug eruption
C0011609	Drug eruption
C0232333	Electrocardiogram U wave present
C1096355	Electrocardiogram U-wave abnormality
C0233571	Excitement
C0235095	Visual field constriction
C0262988	Cutaneous vasculitis
C0278061	Mental state abnormal
C0302810	Uraemic syndrome
C0409974	Lupus erythematosus
C0541919	Dystonic reaction
C0393593	Dystonia
C0858277	Angina symptom
C0919715	Lupus-like syndrome
C1879328	Blindness, both eyes
C3203356	Hypoprothrombinaemia
C0020640	Factor II deficiency
C0037929	Spinal cord injury
C0038395	Streptococcal infection
C0677483	Carcinoma testes
C0153594	Testis cancer
C0751436	Tetrahydrobiopterin deficiency
C0919874	Post procedural haemorrhage
C0221727	Oesophageal pain
C0344329	Collapse
C0016053	Fibromyalgia
C0019163	Hepatitis B
C0026766	Multi-organ failure
C0027073	Myofascial pain syndrome
C0235299	Right upper quadrant pain
C0476281	Non-cardiac chest pain
C0522067	Hepatic pain
C0040517	Tourette's disorder
C0338614	Psychotic episode
C0003507	Aortic valve stenosis
C0006147	Breast feeding
C0006384	Bundle branch block
C0007097	Carcinoma
C0009324	Colitis ulcerative
C0033247	Proctocolitis
C0014527	Epidermolysis bullosa
C0014848	Oesophageal achalasia
C0018926	Haematemesis
C0018932	Haematochezia
C0018946	Subdural haematoma
C0019214	Hepatosplenomegaly
C0021361	Infertility female
C0021390	Inflammatory bowel disease
C0022573	Keratoconjunctivitis
C0022667	Renal papillary necrosis
C0022904	Lacrimal disorder
C3495920	Lacrimal structural disorder
C0025290	Meningitis aseptic
C0027430	Nasal polyps
C0027697	Nephritis
C0027719	Nephrosclerosis
C0030353	Papilloedema
C0031085	Abscess periodontal
C0034068	Pulmonary eosinophilia
C0034359	Pyuria
C0034882	Rectal disorder
C0687707	Anorectal disorder
C0036416	Scleritis
C0085582	Neuritis retrobulbar
C0085762	Alcohol abuse
C0086543	Cataract
C0149516	Chronic sinusitis
C0151626	Necrolysis epidermal
C0151811	Subcutaneous nodule
C0281981	Skin mass
C0151998	Uterine spasm
C0152009	WBC abnormal NOS
C0023510	White blood cell disorder
C0158570	Vascular anomaly
C0220981	Metabolic acidosis
C0235639	Urine abnormality
C0438142	Urine analysis abnormal
C0263338	Urticaria chronic
C0268732	Nephritic syndrome
C0391870	Red blood cell abnormality
C0521616	Pseudoporphyria
C0549419	Skin fragility
C0678222	Carcinoma breast
C1695895	Angiodermatitis
C0002726	Amyloidosis
C0002880	Autoimmune haemolytic anaemia
C0006625	Cachexia
C0013609	Localised oedema
C0018133	Graft versus host disease
C0018808	Cardiac murmur
C0019340	Herpes NOS
C0021308	Infarction
C0024312	Lymphopenia
C0026986	Myelodysplastic syndrome
C0029118	Opportunistic infection
C0034069	Pulmonary fibrosis
C0036983	Septic shock
C0037278	Skin infection
C0152025	Polyneuropathy
C0159056	Abnormal chest sounds NOS
C0231856	Breath sounds abnormal
C0162628	Viral skin infection
C0231807	Dyspnoea exertional
C0235025	Peripheral motor neuropathy
C0235896	Lung infiltration
C0270790	Quadriparesis
C0745091	Hypereosinophilia
C0851536	Administration site reaction
C0855652	Culture negative
C0948978	Catheter site cellulitis
C1096343	Infusion site reaction
C1306577	Death
C0004509	Azoospermia
C0006846	Skin candida
C0007193	Congestive cardiomyopathy
C0008313	Cholangitis sclerosing
C0010414	Cryptococcosis
C0013687	Effusion
C0018798	Heart malformation
C0152021	Heart disease congenital
C0020295	Hydronephrosis
C0020639	Hypoproteinaemia
C0022638	Ketosis
C0023449	Acute lymphocytic leukaemia
C0023467	Acute myeloid leukaemia
C0085669	Acute leukaemia
C0023470	Myeloid leukaemia
C0023532	Leukoplakia oral
C0024225	Lymphangitis
C0024236	Lymphoedema
C0024894	Mastitis
C0026640	Oral neoplasm
C0026985	Myelodysplasia
C0027059	Myocarditis
C0028960	Oligospermia
C0029560	Other conjunctivitis
C0030824	Penicillin allergy
C0031039	Pericardial effusion
C0033246	Proctitis
C0034530	Radiation injury
C0035333	Retinitis
C0036980	Cardiogenic shock
C0037287	Skin nodule
C0040558	Toxoplasmosis
C0041972	Urethral obstruction
C0085661	Onycholysis
C0085680	Hypochloraemia
C0085682	Hypophosphataemia
C0085692	Cystitis haemorrhagic
C0151594	Diarrhoea haemorrhagic
C0151714	Hypermagnesaemia
C0151723	Hypomagnesaemia
C0151754	Lactic dehydrogenase activity increased
C0853149	Blood lactate dehydrogenase increased
C0151872	Prothrombin level increased
C0151888	Hyporeflexia
C0151951	Thromboplastin decreased
C0852990	Blood thromboplastin decreased
C0221269	Pseudolymphoma
C0221714	Injection site infection
C0232200	Gallop rhythm
C0577822	Heart sounds abnormal
C0235818	Bullous eruption
C0239343	Acral erythema
C0549410	Palmar-plantar erythrodysaesthesia syndrome
C0240972	Scrotal erythema
C0242973	Ventricular dysfunction
C0333494	Phlebosclerosis
C0333516	Tumour necrosis
C0341177	Gastric erosions
C2243088	Gastritis erosive
C0342892	Hypolipidaemia
C0423773	Skin scaly
C0428968	QRS voltage decreased
C0438173	Electrocardiogram QRS complex abnormal
C0741494	Bilirubin total increased
C0743400	Ejection fraction decreased
C0852711	Hand and foot syndrome secondary to sickle cell anaemia
C0854448	Bladder constriction
C0151919	Bladder stenosis
C0856053	Leukemia secondary
C0858678	Alopecia reversible
C0859062	Serum bilirubin increased
C0877153	Neutropenic sepsis
C1142499	Gastrointestinal toxicity
C1260926	Abnormal pigmentation
C1519353	Rash papular
C1535939	Pneumocystis jirovecii pneumonia
C1720798	Radiation recall reaction (dermatologic)
C1262013	Recall phenomenon
C1861172	Venous thromboembolism
C2364111	Ageusia
C2937222	Proctitis ulcerative
C2939419	Metastatic neoplasm
C2939420	Metastatic disease
C0021051	Immunodeficiency
C0494165	Metastases to liver
C0856554	Hepatic cancer metastatic
C0025322	Premature menopause
C0235437	Gravitational oedema
C0442886	Secondary infection
